Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Number_of_Customers,Engagement_Score2,Engagement_Score3
CID9308,TechCorp,Search,Men 18-24,39,Website,11.2,358.91,53.86,New York,German,9780,20362,56.49,Health & Wellness,12/21/2023,450,53.49,56.49
CID9309,DataTech Solutions,Display,Women 25-34,63,Instagram,7.46,912.93,8.26,Chicago,German,4475,36588,85.65,Fashionistas,3/6/2024,376,89.65,85.65
CID9310,Alpha Innovations,Search,Men 18-24,62,Google Ads,11.38,149.11,54.15,Miami,French,4332,21285,70.94,Outdoor Adventurers,7/23/2024,981,67.94,70.94
CID9311,TechCorp,Search,Women 25-34,19,Instagram,12.24,485.73,57.09,New York,French,9214,31951,89.3,Health & Wellness,6/19/2024,167,93.3,89.3
CID9312,DataTech Solutions,Display,Men 25-34,73,Google Ads,7.76,903.68,14.43,Houston,French,4807,35861,71.68,Tech Enthusiasts,5/6/2024,688,75.68,71.68
CID9313,NexGen Systems,Influencer,Men 18-24,48,Website,9.4,705.46,33.48,Miami,German,8088,26729,57.87,Outdoor Adventurers,12/30/2023,344,54.87,57.87
CID9314,TechCorp,Display,Men 18-24,92,YouTube,3.16,711.29,12.29,Chicago,German,6543,30603,84.89,Tech Enthusiasts,12/29/2023,341,81.89,84.89
CID9315,Alpha Innovations,Email,All Ages,92,Google Ads,4.98,800.67,26.96,Houston,Spanish,2337,24604,70.67,Fashionistas,4/2/2024,258,67.67,70.67
CID9316,Alpha Innovations,Email,All Ages,90,Website,7.94,547.85,15.36,Miami,French,2625,33000,58.9,Outdoor Adventurers,1/18/2024,621,55.9,58.9
CID9317,Alpha Innovations,Search,Women 25-34,90,Website,13.84,449.24,44.29,Houston,Spanish,10114,34021,62.59,Outdoor Adventurers,2/4/2024,590,59.59,62.59
CID9318,Alpha Innovations,Email,Men 18-24,83,Email,3.41,142.39,10.58,Chicago,French,1502,37337,52.14,Health & Wellness,11/1/2023,761,49.14,46.14
CID9319,NexGen Systems,Display,Men 25-34,13,Email,4.58,308.21,13.12,New York,German,3862,42281,57.34,Health & Wellness,10/7/2023,474,54.34,51.34
CID9320,Alpha Innovations,Social Media,All Ages,59,YouTube,12.91,129.96,21.87,New York,Spanish,10619,13637,77.24,Outdoor Adventurers,5/18/2024,705,74.24,77.24
CID9321,DataTech Solutions,Search,All Ages,70,YouTube,16.57,555.6,52.97,Los Angeles,English,4210,39369,79.88,Tech Enthusiasts,3/1/2024,513,76.88,79.88
CID9322,TechCorp,Influencer,Men 25-34,62,Email,11.07,167.02,35.34,New York,German,8711,28773,57.09,Fashionistas,4/7/2024,831,54.09,51.09
CID9323,NexGen Systems,Social Media,All Ages,20,Facebook,14.4,166.06,19.29,New York,Spanish,7599,24902,79.12,Fashionistas,10/26/2023,763,76.12,79.12
CID9324,NexGen Systems,Social Media,Men 25-34,94,Instagram,14.57,554.78,28.2,Chicago,German,5235,36901,91.14,Outdoor Adventurers,7/27/2024,134,95.14,91.14
CID9325,NexGen Systems,Search,Men 18-24,26,Website,16.36,629.56,48.59,Los Angeles,English,9959,31185,56.78,Outdoor Adventurers,6/22/2024,749,53.78,56.78
CID9326,Innovate Industries,Search,Women 35-44,30,YouTube,12.68,415.07,47.38,Miami,Spanish,8659,32242,84.33,Tech Enthusiasts,10/19/2023,159,81.33,84.33
CID9327,Innovate Industries,Display,All Ages,44,YouTube,4.66,402.8,11.51,Houston,German,5758,44611,84.25,Tech Enthusiasts,11/10/2023,405,81.25,84.25
CID9328,NexGen Systems,Social Media,Women 25-34,80,Google Ads,17.69,824.67,11.08,Los Angeles,English,6868,21286,71.52,Fashionistas,11/14/2023,943,75.52,71.52
CID9329,TechCorp,Search,Women 35-44,58,Email,14.5,963.79,57.07,Miami,French,11510,28000,56.32,Outdoor Adventurers,1/21/2024,163,53.32,50.32
CID9330,DataTech Solutions,Email,Men 25-34,84,Google Ads,4.45,603.34,28.14,New York,German,4062,38617,67.7,Foodies,2/20/2024,566,64.7,67.7
CID9331,NexGen Systems,Influencer,All Ages,93,Google Ads,10.67,541.52,30.09,Miami,French,9629,17561,72.62,Outdoor Adventurers,12/5/2023,431,69.62,72.62
CID9332,NexGen Systems,Search,Men 25-34,63,Email,14.97,808.01,40.5,Miami,German,4934,29447,55.69,Fashionistas,4/8/2024,918,52.69,49.69
CID9333,Alpha Innovations,Display,Women 35-44,90,YouTube,6.23,335.9,17.01,New York,French,3669,41895,82.27,Outdoor Adventurers,12/18/2023,348,79.27,82.27
CID9334,DataTech Solutions,Social Media,Men 25-34,55,Instagram,9.99,554.05,14.57,Miami,German,7382,49978,98.15,Outdoor Adventurers,6/19/2024,294,102.15,98.15
CID9335,Alpha Innovations,Search,Women 35-44,59,Email,10.72,816.33,42,Los Angeles,English,10396,30564,51.72,Fashionistas,1/26/2024,784,48.72,45.72
CID9336,NexGen Systems,Social Media,Men 25-34,85,Facebook,12.59,680.99,15.2,Miami,French,6430,43446,78.84,Health & Wellness,5/12/2024,673,82.84,78.84
CID9337,Alpha Innovations,Display,All Ages,22,Facebook,5.27,561.4,12.82,Miami,Spanish,5444,44439,78.43,Health & Wellness,1/27/2024,823,75.43,78.43
CID9338,DataTech Solutions,Influencer,Women 25-34,73,Instagram,12.64,947.37,31.05,Los Angeles,German,4861,27099,88.02,Foodies,12/19/2023,956,92.02,88.02
CID9339,TechCorp,Influencer,Women 35-44,81,Google Ads,10.34,671.56,36.46,Chicago,Spanish,6159,15947,73.71,Fashionistas,3/27/2024,811,70.71,73.71
CID9340,DataTech Solutions,Search,Men 18-24,100,Google Ads,18.18,727.88,59.62,Houston,Spanish,7871,33317,74.74,Fashionistas,8/16/2024,112,71.74,74.74
CID9341,NexGen Systems,Display,Men 18-24,78,Google Ads,2.72,367.5,15.18,Miami,German,5991,46732,67.64,Outdoor Adventurers,6/25/2024,288,64.64,67.64
CID9342,Alpha Innovations,Social Media,Women 35-44,20,Google Ads,8.9,235.96,16.31,New York,German,11757,49697,71.71,Tech Enthusiasts,9/16/2023,270,68.71,71.71
CID9343,TechCorp,Email,Women 25-34,18,Facebook,3.98,693.53,15.25,Los Angeles,German,2669,33982,72.22,Outdoor Adventurers,3/31/2024,546,76.22,72.22
CID9344,TechCorp,Display,All Ages,18,Email,4.51,404.37,15.02,Miami,German,4928,41365,54.01,Outdoor Adventurers,7/20/2024,639,51.01,48.01
CID9345,NexGen Systems,Display,Men 25-34,89,Google Ads,5.03,969.92,9.48,Miami,French,5275,37238,71.7,Foodies,8/23/2024,778,75.7,71.7
CID9346,Innovate Industries,Search,Women 35-44,71,Email,19.88,347.35,57.37,New York,German,11655,29392,53.36,Outdoor Adventurers,9/7/2024,259,50.36,47.36
CID9347,TechCorp,Email,Women 25-34,13,Facebook,9.54,717.51,21,Houston,Spanish,3423,30588,73.34,Outdoor Adventurers,10/6/2023,609,77.34,73.34
CID9348,NexGen Systems,Social Media,Men 25-34,19,Google Ads,9.08,905.68,18.93,Los Angeles,English,14420,25869,71.65,Outdoor Adventurers,9/11/2024,368,75.65,71.65
CID9349,NexGen Systems,Influencer,All Ages,55,Email,11.72,482.78,34.46,Miami,Spanish,9087,18354,53.29,Tech Enthusiasts,5/23/2024,286,50.29,47.29
CID9350,Alpha Innovations,Display,Men 18-24,42,YouTube,2.08,524.31,15.08,New York,French,2833,35483,81.31,Fashionistas,2/22/2024,376,78.31,81.31
CID9351,Innovate Industries,Social Media,Men 18-24,89,Instagram,8.7,885.87,13.09,Los Angeles,French,7786,47050,85.24,Fashionistas,5/25/2024,171,82.24,85.24
CID9352,Innovate Industries,Influencer,Women 25-34,25,Facebook,8.04,343.52,30.95,Chicago,English,3601,26974,79.57,Foodies,9/7/2024,791,83.57,79.57
CID9353,TechCorp,Display,Women 35-44,84,Facebook,5.3,306.12,14.78,Houston,French,7166,38571,74.37,Health & Wellness,10/25/2023,890,71.37,74.37
CID9354,Alpha Innovations,Email,Men 18-24,41,Email,3.03,885.88,24.18,Miami,German,3508,38083,54.02,Tech Enthusiasts,4/22/2024,237,51.02,48.02
CID9355,NexGen Systems,Influencer,Women 35-44,49,Email,14.76,387.74,32.78,Los Angeles,French,6275,16041,56.88,Tech Enthusiasts,7/28/2024,797,53.88,50.88
CID9356,Alpha Innovations,Display,Women 25-34,13,Google Ads,7.47,813.43,12.75,Miami,German,7051,38816,65.8,Tech Enthusiasts,6/14/2024,293,62.8,65.8
CID9357,Alpha Innovations,Search,Men 18-24,35,Facebook,12.99,846.65,51.11,Miami,French,10613,22981,73.51,Foodies,2/22/2024,672,70.51,73.51
CID9358,TechCorp,Search,Men 18-24,50,Email,17.63,819.59,41.77,Miami,French,11550,33314,58.65,Tech Enthusiasts,3/8/2024,300,55.65,52.65
CID9359,DataTech Solutions,Influencer,Women 35-44,78,YouTube,8.64,816.71,38.74,Houston,English,8886,16477,77.83,Tech Enthusiasts,7/14/2024,678,74.83,77.83
CID9360,TechCorp,Email,All Ages,60,Email,1.56,541.82,24.62,New York,French,3894,24503,50.47,Health & Wellness,10/10/2023,374,47.47,44.47
CID9361,DataTech Solutions,Search,All Ages,35,Google Ads,15.14,734.38,40.86,Houston,French,6550,31799,73.01,Tech Enthusiasts,6/28/2024,898,70.01,73.01
CID9362,NexGen Systems,Search,Women 25-34,89,Email,16.45,520.83,59.7,Chicago,English,7867,35612,52.01,Foodies,10/20/2023,712,49.01,46.01
CID9363,NexGen Systems,Email,Men 25-34,15,YouTube,1.26,540.78,13.4,Los Angeles,Spanish,1196,25469,79.68,Tech Enthusiasts,6/18/2024,121,83.68,79.68
CID9364,DataTech Solutions,Search,Men 25-34,24,Website,12.9,844.2,46.34,Los Angeles,French,8378,39106,56.8,Tech Enthusiasts,3/6/2024,478,53.8,56.8
CID9365,Alpha Innovations,Influencer,All Ages,37,Google Ads,12.93,254.02,27.8,New York,English,4935,23986,72.55,Foodies,8/1/2024,429,69.55,72.55
CID9366,DataTech Solutions,Social Media,Women 25-34,88,YouTube,14.91,654.55,17.26,Houston,French,8550,25279,79.15,Foodies,5/12/2024,304,83.15,79.15
CID9367,Innovate Industries,Influencer,Women 25-34,28,Email,8.23,242.24,25.6,Los Angeles,German,8341,20023,55.46,Foodies,11/7/2023,326,52.46,49.46
CID9368,Alpha Innovations,Social Media,All Ages,31,Google Ads,9.65,200.33,18.18,Los Angeles,German,8396,38331,65.99,Foodies,2/7/2024,306,62.99,65.99
CID9369,Innovate Industries,Display,All Ages,24,Facebook,2.01,589.29,13.55,Miami,German,6470,31328,75.45,Fashionistas,6/23/2024,748,72.45,75.45
CID9370,NexGen Systems,Email,Women 25-34,74,Email,1.68,706.45,26.33,Chicago,Spanish,4213,36445,59.33,Health & Wellness,11/22/2023,785,56.33,53.33
CID9371,Innovate Industries,Social Media,Men 18-24,80,Email,16.73,711.65,14.92,New York,English,13529,19463,56.84,Tech Enthusiasts,2/17/2024,117,53.84,50.84
CID9372,TechCorp,Email,Men 18-24,53,Instagram,8.3,535.12,14.35,Los Angeles,French,2768,31984,95.24,Outdoor Adventurers,8/14/2024,597,92.24,95.24
CID9373,Innovate Industries,Display,Women 35-44,84,Facebook,5.71,458.14,7.48,Miami,French,7301,34573,78.52,Foodies,4/17/2024,257,75.52,78.52
CID9374,Innovate Industries,Search,Men 25-34,97,YouTube,19.08,780.14,54.81,Chicago,French,8910,34552,82.01,Tech Enthusiasts,9/25/2023,109,86.01,82.01
CID9375,Innovate Industries,Influencer,Women 35-44,22,Google Ads,14.63,103.58,39.46,New York,German,8210,23016,65.16,Tech Enthusiasts,1/23/2024,779,62.16,65.16
CID9376,Alpha Innovations,Email,Men 18-24,83,Google Ads,1.87,663.03,18.05,Miami,French,2740,21597,68.08,Foodies,2/24/2024,133,65.08,68.08
CID9377,DataTech Solutions,Search,Women 35-44,44,Google Ads,10.69,450.15,56.14,Miami,English,6558,31837,65.39,Tech Enthusiasts,12/29/2023,346,62.39,65.39
CID9378,Innovate Industries,Influencer,Women 35-44,72,Google Ads,12.74,364.41,35.07,Houston,French,9884,17338,70.59,Health & Wellness,12/30/2023,704,67.59,70.59
CID9379,Alpha Innovations,Display,Men 25-34,16,Google Ads,4.94,173.49,10.37,Miami,Spanish,5882,45560,70.38,Outdoor Adventurers,11/5/2023,671,74.38,70.38
CID9380,Alpha Innovations,Influencer,Women 25-34,49,YouTube,13.78,732.03,26.21,Chicago,French,4421,26609,80.18,Fashionistas,10/14/2023,614,84.18,80.18
CID9381,Alpha Innovations,Influencer,Men 18-24,97,Google Ads,14.7,249.55,23.81,Chicago,English,6111,25363,66.24,Foodies,5/15/2024,413,63.24,66.24
CID9382,Innovate Industries,Social Media,Women 25-34,70,Instagram,11.37,149.27,13.88,Chicago,English,14316,35872,95.94,Health & Wellness,4/19/2024,697,99.94,95.94
CID9383,NexGen Systems,Influencer,Men 18-24,41,YouTube,11.22,606.63,30.97,Houston,German,5102,16443,84.59,Fashionistas,3/2/2024,937,81.59,84.59
CID9384,NexGen Systems,Social Media,Women 25-34,84,YouTube,8.44,316.94,25.97,New York,English,9967,17607,83.67,Health & Wellness,4/11/2024,460,87.67,83.67
CID9385,Alpha Innovations,Search,All Ages,70,Google Ads,17.45,382.93,53.1,Houston,English,5580,24124,65.11,Tech Enthusiasts,9/2/2024,723,62.11,65.11
CID9386,NexGen Systems,Display,Men 18-24,17,Google Ads,2.52,445.6,7.43,Houston,French,4965,37021,74.75,Fashionistas,1/11/2024,418,71.75,71.75
CID9387,Innovate Industries,Email,Women 25-34,83,Instagram,1.35,446.02,21.86,Chicago,Spanish,4380,29760,94.3,Foodies,8/31/2024,992,98.3,94.3
CID9388,DataTech Solutions,Display,Men 18-24,85,Website,5.16,412.4,15.81,Miami,German,4224,42706,58.03,Tech Enthusiasts,7/18/2024,573,55.03,58.03
CID9389,Innovate Industries,Email,Women 35-44,73,Facebook,4.82,616.25,13.93,Miami,Spanish,2986,36189,77.17,Tech Enthusiasts,4/30/2024,291,74.17,77.17
CID9390,Innovate Industries,Email,Men 18-24,44,Facebook,3.07,900.62,11.66,Chicago,Spanish,3703,34807,79.95,Health & Wellness,11/24/2023,397,76.95,79.95
CID9391,NexGen Systems,Social Media,Men 25-34,97,Website,10.83,214.5,18.28,Houston,Spanish,6861,37319,55.42,Health & Wellness,4/16/2024,164,52.42,55.42
CID9392,DataTech Solutions,Influencer,Men 25-34,76,Website,11.5,971.85,39.68,Miami,Spanish,3581,23855,64.04,Foodies,5/27/2024,910,61.04,64.04
CID9393,Innovate Industries,Email,Women 25-34,67,YouTube,1.01,569.47,23.66,Miami,German,4480,34274,81.77,Health & Wellness,7/17/2024,223,85.77,81.77
CID9394,NexGen Systems,Display,Women 25-34,18,YouTube,2.86,295.69,5.73,Chicago,English,3447,43797,84.22,Outdoor Adventurers,5/29/2024,301,88.22,84.22
CID9395,Alpha Innovations,Display,Men 25-34,71,Website,4.45,146.91,12.02,Chicago,French,6034,36826,56.26,Health & Wellness,5/24/2024,808,53.26,56.26
CID9396,Alpha Innovations,Display,Men 18-24,91,Email,5.61,740.81,18.59,Chicago,Spanish,3020,44862,51.61,Foodies,9/9/2024,743,48.61,45.61
CID9397,Innovate Industries,Search,Men 25-34,61,YouTube,17.07,946.91,46.14,Los Angeles,German,9047,25561,75.19,Fashionistas,9/29/2023,349,79.19,75.19
CID9398,NexGen Systems,Email,All Ages,54,YouTube,4.9,449.14,10.57,Miami,German,1020,26304,79.83,Fashionistas,7/31/2024,345,76.83,79.83
CID9399,Alpha Innovations,Social Media,All Ages,56,YouTube,12.86,781.68,26.28,Houston,English,10820,23228,76.84,Health & Wellness,12/6/2023,825,73.84,76.84
CID9400,TechCorp,Search,Women 25-34,69,Instagram,17.98,235.98,50.72,Houston,French,11400,30328,94.95,Health & Wellness,3/2/2024,210,98.95,94.95
CID9401,Alpha Innovations,Social Media,Men 25-34,67,Email,12.44,753.72,23.78,New York,English,9746,35012,56.08,Health & Wellness,6/24/2024,352,53.08,50.08
CID9402,NexGen Systems,Email,Men 25-34,92,YouTube,3.28,576.98,24.67,Los Angeles,Spanish,1606,22474,83.83,Outdoor Adventurers,6/18/2024,837,87.83,83.83
CID9403,Alpha Innovations,Search,All Ages,30,Facebook,16.97,381.56,56.51,Chicago,French,8669,31398,75.4,Outdoor Adventurers,5/13/2024,363,72.4,77.4
CID9404,Innovate Industries,Display,Men 18-24,98,Email,4.21,539.47,15.57,Houston,German,3963,45321,57.14,Foodies,3/26/2024,583,54.14,51.14
CID9405,Alpha Innovations,Influencer,Women 35-44,17,Instagram,5.6,555.57,26.6,Los Angeles,Spanish,5391,15481,86.53,Outdoor Adventurers,2/17/2024,442,83.53,86.53
CID9406,Alpha Innovations,Display,Women 35-44,98,Email,3.3,860.68,14.56,New York,German,6557,45407,59.99,Tech Enthusiasts,11/3/2023,599,56.99,53.99
CID9407,TechCorp,Social Media,Women 35-44,30,YouTube,14.68,491.45,11.71,Los Angeles,French,10751,31038,80.34,Tech Enthusiasts,4/14/2024,896,77.34,80.34
CID9408,DataTech Solutions,Display,All Ages,91,Website,5.58,604.55,13.04,Los Angeles,Spanish,3127,47226,55.12,Fashionistas,4/8/2024,415,52.12,55.12
CID9409,DataTech Solutions,Search,Women 35-44,78,Google Ads,11.01,751.9,40.38,Chicago,Spanish,4334,26390,67.98,Outdoor Adventurers,9/25/2023,903,64.98,67.98
CID9410,Alpha Innovations,Search,Women 35-44,12,Google Ads,14.24,409.33,43.33,Los Angeles,German,8669,26276,65.67,Outdoor Adventurers,6/17/2024,618,62.67,65.67
CID9411,Alpha Innovations,Social Media,All Ages,95,Instagram,13.19,614.72,14.65,Houston,English,7333,33550,96.83,Tech Enthusiasts,11/27/2023,725,93.83,96.83
CID9412,DataTech Solutions,Social Media,Men 25-34,32,Google Ads,13.98,764.39,26.64,Miami,Spanish,14332,46504,67.08,Health & Wellness,9/6/2024,792,64.08,67.08
CID9413,TechCorp,Influencer,Men 18-24,58,YouTube,12.33,331.82,23.69,New York,Spanish,5026,28736,84.08,Fashionistas,12/31/2023,966,81.08,84.08
CID9414,DataTech Solutions,Email,Men 18-24,46,Email,7.63,473.43,26.7,Chicago,English,4515,39641,57.21,Foodies,4/14/2024,371,54.21,51.21
CID9415,NexGen Systems,Influencer,Men 25-34,58,YouTube,9.87,712.07,22.65,Houston,English,3265,23720,77.82,Foodies,12/1/2023,611,81.82,77.82
CID9416,Alpha Innovations,Influencer,Men 18-24,12,Website,12.42,911.62,29.56,New York,French,8367,25221,56.94,Foodies,12/23/2023,357,53.94,56.94
CID9417,DataTech Solutions,Email,Women 35-44,85,Email,3.86,797.97,27.96,Miami,English,1454,26542,51.17,Fashionistas,10/3/2023,445,48.17,45.17
CID9418,DataTech Solutions,Display,All Ages,42,Facebook,6.8,246.71,16.57,Los Angeles,Spanish,7380,36696,79.03,Outdoor Adventurers,3/29/2024,593,76.03,79.03
CID9419,Alpha Innovations,Search,All Ages,19,Instagram,10.12,527.12,46.01,Chicago,English,10830,28281,97.52,Health & Wellness,2/1/2024,332,94.52,97.52
CID9420,DataTech Solutions,Display,Men 18-24,64,Website,2.66,934.96,18.05,New York,English,5292,32191,61.5,Outdoor Adventurers,6/7/2024,776,58.5,61.5
CID9421,DataTech Solutions,Email,Men 25-34,18,Google Ads,6.62,543.43,13.04,Miami,English,1762,25448,74.1,Health & Wellness,6/21/2024,584,78.1,74.1
CID9422,Innovate Industries,Search,Women 35-44,30,Instagram,15.32,700.07,45.89,Los Angeles,English,4824,20184,99.6,Tech Enthusiasts,12/31/2023,843,96.6,99.6
CID9423,NexGen Systems,Search,All Ages,10,YouTube,14.8,682.99,56.52,Chicago,German,4021,28444,81.63,Fashionistas,2/8/2024,797,78.63,81.63
CID9424,Innovate Industries,Email,Men 18-24,39,Facebook,2.82,977.22,21.48,Chicago,German,4920,35798,71.02,Health & Wellness,11/2/2023,859,68.02,71.02
CID9425,NexGen Systems,Search,Men 18-24,97,Email,10.15,345.69,46.77,Miami,French,8073,29339,51.62,Fashionistas,9/26/2023,684,48.62,45.62
CID9426,TechCorp,Social Media,Women 25-34,23,Email,14.59,424.61,29.73,Miami,French,8524,13057,51.84,Tech Enthusiasts,11/25/2023,479,48.84,45.84
CID9427,NexGen Systems,Display,Women 35-44,57,Facebook,2.5,919.87,19.42,New York,French,3248,40574,75.35,Fashionistas,5/11/2024,249,72.35,75.35
CID9428,TechCorp,Email,Women 25-34,41,YouTube,6.59,623.95,13.91,Chicago,English,2028,37713,83,Fashionistas,1/6/2024,689,87,83
CID9429,Innovate Industries,Social Media,Men 18-24,18,Google Ads,8.66,169.61,27.07,New York,German,12769,40005,67.17,Health & Wellness,7/31/2024,625,64.17,67.17
CID9430,Innovate Industries,Display,Women 25-34,74,YouTube,7.46,201.86,6.96,Chicago,English,3639,37339,83.91,Foodies,12/1/2023,188,87.91,83.91
CID9431,Innovate Industries,Search,Women 35-44,76,YouTube,15.96,767.35,52.05,Houston,Spanish,9845,28563,84.17,Tech Enthusiasts,3/4/2024,348,81.17,84.17
CID9432,TechCorp,Social Media,Women 35-44,64,Google Ads,13.82,565.8,22.33,New York,French,9450,11111,66.2,Outdoor Adventurers,1/4/2024,254,63.2,66.2
CID9433,Alpha Innovations,Influencer,Women 35-44,36,Website,8.79,258.72,34.89,Miami,German,5908,16007,59.65,Health & Wellness,9/13/2023,733,56.65,59.65
CID9434,DataTech Solutions,Email,Men 18-24,56,Email,6.45,460.84,13.52,New York,French,2744,36453,50.57,Fashionistas,9/28/2023,488,47.57,44.57
CID9435,Innovate Industries,Email,Men 18-24,80,Website,8.42,576.21,18.72,New York,German,2987,28852,58.95,Tech Enthusiasts,2/25/2024,866,55.95,58.95
CID9436,NexGen Systems,Influencer,Men 25-34,69,Email,10.01,619.58,36.73,Los Angeles,Spanish,8150,15330,52.74,Outdoor Adventurers,2/28/2024,984,49.74,46.74
CID9437,Innovate Industries,Display,All Ages,22,Google Ads,5.44,866.69,18.03,Miami,French,7385,39803,69.02,Fashionistas,4/12/2024,898,66.02,69.02
CID9438,TechCorp,Email,Women 25-34,30,Facebook,1.78,815.26,17.61,Miami,English,2670,34276,79.74,Foodies,6/6/2024,718,83.74,79.74
CID9439,Innovate Industries,Social Media,Men 18-24,22,Facebook,14.64,721.76,15.53,Chicago,English,6043,38265,76.19,Foodies,9/16/2023,908,73.19,76.19
CID9440,Alpha Innovations,Email,Women 25-34,39,Google Ads,7.45,517.44,23.63,Chicago,French,4973,38148,74.47,Health & Wellness,6/7/2024,807,78.47,74.47
CID9441,DataTech Solutions,Email,Women 25-34,60,Website,4.91,519.03,20.56,Miami,English,4920,24205,56.33,Tech Enthusiasts,11/15/2023,845,53.33,56.33
CID9442,TechCorp,Social Media,Women 25-34,11,Instagram,16.09,254.91,29.59,New York,Spanish,10985,31227,85.81,Health & Wellness,5/31/2024,334,89.81,85.81
CID9443,NexGen Systems,Influencer,Women 25-34,42,Facebook,9.47,237.89,34.89,Houston,French,6805,23394,73.59,Foodies,10/22/2023,519,77.59,73.59
CID9444,NexGen Systems,Influencer,Men 25-34,47,Instagram,12.68,848.32,23.49,Miami,French,5940,15090,95.93,Fashionistas,2/1/2024,969,99.93,95.93
CID9445,Innovate Industries,Display,Women 35-44,79,Google Ads,7.98,897.13,5.41,Chicago,French,6795,30383,68.28,Tech Enthusiasts,2/21/2024,128,65.28,68.28
CID9446,NexGen Systems,Display,Women 35-44,26,YouTube,6.06,495.74,10.05,New York,Spanish,7050,42426,81.53,Outdoor Adventurers,12/10/2023,655,78.53,81.53
CID9447,TechCorp,Influencer,Men 25-34,20,Instagram,14.22,674.5,29.04,Houston,English,5482,18562,99.65,Fashionistas,8/16/2024,127,103.65,99.65
CID9448,Alpha Innovations,Display,Men 18-24,90,Instagram,4.74,322.8,9.83,Houston,Spanish,2507,41711,97.88,Fashionistas,7/5/2024,716,94.88,97.88
CID9449,Innovate Industries,Search,Women 35-44,12,Email,11.03,354.83,54.42,Chicago,French,4379,28342,51.13,Tech Enthusiasts,12/25/2023,646,48.13,45.13
CID9450,TechCorp,Search,Men 18-24,71,Email,10.08,543.71,58.78,Chicago,English,10712,35566,58.1,Health & Wellness,7/6/2024,285,55.1,52.1
CID9451,DataTech Solutions,Social Media,All Ages,57,Google Ads,12.79,801.96,28.67,Los Angeles,Spanish,10972,48179,71.15,Health & Wellness,2/14/2024,148,68.15,71.15
CID9452,TechCorp,Influencer,Women 25-34,60,Email,10.54,804.12,33.32,Los Angeles,Spanish,7496,25662,54.87,Fashionistas,3/24/2024,456,51.87,48.87
CID9453,NexGen Systems,Display,All Ages,48,Website,6.23,859.58,14.32,Houston,English,7351,46826,56.35,Foodies,1/27/2024,661,53.35,56.35
CID9454,Alpha Innovations,Display,Men 25-34,83,Instagram,2.07,859.37,7.23,Miami,English,7768,30815,93.15,Health & Wellness,4/18/2024,117,97.15,93.15
CID9455,TechCorp,Email,Men 25-34,95,Instagram,8.29,593.45,11.73,New York,Spanish,4697,22882,85.12,Outdoor Adventurers,11/11/2023,442,89.12,85.12
CID9456,NexGen Systems,Social Media,Men 18-24,96,YouTube,10.36,597.39,15.19,Miami,Spanish,12123,17130,83.71,Tech Enthusiasts,6/19/2024,234,80.71,83.71
CID9457,Alpha Innovations,Influencer,Men 25-34,17,Instagram,9.27,405.99,20.47,Miami,Spanish,6395,19162,98.69,Fashionistas,10/17/2023,876,102.69,98.69
CID9458,Innovate Industries,Search,Women 25-34,20,Google Ads,13.55,502.19,50.34,Houston,French,6934,35479,71,Fashionistas,1/17/2024,357,75,71
CID9459,Innovate Industries,Display,Men 25-34,91,Facebook,2.44,180.33,15.21,Miami,French,7965,44069,78.31,Foodies,12/4/2023,664,82.31,78.31
CID9460,Innovate Industries,Display,All Ages,20,Instagram,5.45,332.77,12.91,Chicago,English,3057,35696,88.06,Fashionistas,5/27/2024,259,85.06,88.06
CID9461,TechCorp,Display,Men 18-24,23,Instagram,4.04,696.91,10.87,New York,Spanish,2343,44782,92.29,Outdoor Adventurers,9/28/2023,616,89.29,92.29
CID9462,DataTech Solutions,Influencer,Women 25-34,14,Website,7.98,369.86,20.11,New York,Spanish,6324,17714,59.39,Foodies,2/11/2024,876,56.39,59.39
CID9463,Alpha Innovations,Display,Men 25-34,27,YouTube,2.76,734.59,18.89,Houston,English,7815,44094,80.57,Outdoor Adventurers,8/16/2024,875,84.57,80.57
CID9464,Innovate Industries,Email,Men 25-34,99,Google Ads,8.11,865.72,19.96,Chicago,German,1863,38758,71.72,Foodies,7/3/2024,942,75.72,71.72
CID9465,DataTech Solutions,Influencer,Men 18-24,15,Email,14.1,673.41,37.77,Houston,Spanish,5986,26339,54.29,Health & Wellness,2/4/2024,705,51.29,48.29
CID9466,Alpha Innovations,Influencer,All Ages,91,Facebook,8.48,530.7,25.87,Chicago,Spanish,5815,18262,74.44,Health & Wellness,12/29/2023,234,71.44,74.44
CID9467,Innovate Industries,Search,Women 35-44,57,YouTube,11.92,658.44,52.27,Miami,Spanish,4271,32379,75.66,Foodies,1/17/2024,948,72.66,75.66
CID9468,DataTech Solutions,Social Media,Women 35-44,40,Instagram,17.28,315.28,25.18,Chicago,English,11238,45538,89.52,Health & Wellness,11/26/2023,201,86.52,89.52
CID9469,Innovate Industries,Social Media,Men 18-24,85,YouTube,13.33,303.14,13.08,Chicago,Spanish,11382,32069,75.53,Fashionistas,3/25/2024,345,72.53,75.53
CID9470,DataTech Solutions,Influencer,Men 25-34,42,Instagram,6.98,942.28,32.31,Los Angeles,Spanish,3060,28555,87.03,Tech Enthusiasts,6/15/2024,180,91.03,87.03
